Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
BioEng Lab,RUNNING,02-07-2020,13:37:39,00:05:27,,73,0.0,,00:00,,10,80,,,,,,,,,,170.0,70.0,198,,,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:02:26,72,0.0,00:00,,,,0.00,,,
,00:02:27,73,0.0,00:00,,,,0.00,,,
,00:02:28,73,0.0,00:00,,,,0.00,,,
,00:02:29,74,0.0,00:00,,,,0.00,,,
,00:02:30,74,0.0,00:00,,,,0.00,,,
,00:02:31,75,0.0,00:00,,,,0.00,,,
,00:02:32,75,0.0,00:00,,,,0.00,,,
,00:02:33,74,0.0,00:00,,,,0.00,,,
,00:02:34,74,0.0,00:00,,,,0.00,,,
,00:02:35,74,0.0,00:00,,,,0.00,,,
,00:02:36,73,0.0,00:00,,,,0.00,,,
,00:02:37,73,0.0,00:00,,,,0.00,,,
,00:02:38,73,0.0,00:00,,,,0.00,,,
,00:02:39,73,0.0,00:00,,,,0.00,,,
,00:02:40,73,0.0,00:00,,,,0.00,,,
,00:02:41,73,0.0,00:00,,,,0.00,,,
,00:02:42,74,0.0,00:00,,,,0.00,,,
,00:02:43,74,0.0,00:00,,,,0.00,,,
,00:02:44,74,0.0,00:00,,,,0.00,,,
,00:02:45,74,0.0,00:00,,,,0.00,,,
,00:02:46,74,0.0,00:00,,,,0.00,,,
,00:02:47,74,0.0,00:00,,,,0.00,,,
,00:02:48,74,0.0,00:00,,,,0.00,,,
,00:02:49,74,0.0,00:00,,,,0.00,,,
,00:02:50,74,0.0,00:00,,,,0.00,,,
,00:02:51,74,0.0,00:00,,,,0.00,,,
,00:02:52,74,0.0,00:00,,,,0.00,,,
,00:02:53,75,0.0,00:00,,,,0.00,,,
,00:02:54,75,0.0,00:00,,,,0.00,,,
,00:02:55,74,0.0,00:00,,,,0.00,,,
,00:02:56,74,0.0,00:00,,,,0.00,,,
,00:02:57,73,0.0,00:00,,,,0.00,,,
,00:02:58,72,0.0,00:00,,,,0.00,,,
,00:02:59,71,0.0,00:00,,,,0.00,,,
,00:03:00,71,0.0,00:00,,,,0.00,,,
,00:03:01,71,0.0,00:00,,,,0.00,,,
,00:03:02,71,0.0,00:00,,,,0.00,,,
,00:03:03,71,0.0,00:00,,,,0.00,,,
,00:03:04,71,0.0,00:00,,,,0.00,,,
,00:03:05,71,0.0,00:00,,,,0.00,,,
,00:03:06,70,0.0,00:00,,,,0.00,,,
,00:03:07,69,0.0,00:00,,,,0.00,,,
,00:03:08,69,0.0,00:00,,,,0.00,,,
,00:03:09,68,0.0,00:00,,,,0.00,,,
,00:03:10,68,0.0,00:00,,,,0.00,,,
,00:03:11,68,0.0,00:00,,,,0.00,,,
,00:03:12,68,0.0,00:00,,,,0.00,,,
,00:03:13,68,0.0,00:00,,,,0.00,,,
,00:03:14,68,0.0,00:00,,,,0.00,,,
,00:03:15,68,0.0,00:00,,,,0.00,,,
,00:03:16,68,0.0,00:00,,,,0.00,,,
,00:03:17,68,0.0,00:00,,,,0.00,,,
,00:03:18,68,0.0,00:00,,,,0.00,,,
,00:03:19,67,0.0,00:00,,,,0.00,,,
,00:03:20,67,0.0,00:00,,,,0.00,,,
,00:03:21,67,0.0,00:00,,,,0.00,,,
,00:03:22,67,0.0,00:00,,,,0.00,,,
,00:03:23,67,0.0,00:00,,,,0.00,,,
,00:03:24,67,0.0,00:00,,,,0.00,,,
,00:03:25,67,0.0,00:00,,,,0.00,,,
,00:03:26,67,0.0,00:00,,,,0.00,,,
,00:03:27,66,0.0,00:00,,,,0.00,,,
,00:03:28,67,0.0,00:00,,,,0.00,,,
,00:03:29,67,0.0,00:00,,,,0.00,,,
,00:03:30,67,0.0,00:00,,,,0.00,,,
,00:03:31,68,0.0,00:00,,,,0.00,,,
,00:03:32,68,0.0,00:00,,,,0.00,,,
,00:03:33,68,0.0,00:00,,,,0.00,,,
,00:03:34,68,0.0,00:00,,,,0.00,,,
,00:03:35,67,0.0,00:00,,,,0.00,,,
,00:03:36,67,0.0,00:00,,,,0.00,,,
,00:03:37,67,0.0,00:00,,,,0.00,,,
,00:03:38,67,0.0,00:00,,,,0.00,,,
,00:03:39,67,0.0,00:00,,,,0.00,,,
,00:03:40,68,0.0,00:00,,,,0.00,,,
,00:03:41,69,0.0,00:00,,,,0.00,,,
,00:03:42,69,0.0,00:00,,,,0.00,,,
,00:03:43,69,0.0,00:00,,,,0.00,,,
,00:03:44,69,0.0,00:00,,,,0.00,,,
,00:03:45,69,0.0,00:00,,,,0.00,,,
,00:03:46,68,0.0,00:00,,,,0.00,,,
,00:03:47,68,0.0,00:00,,,,0.00,,,
,00:03:48,67,0.0,00:00,,,,0.00,,,
,00:03:49,68,0.0,00:00,,,,0.00,,,
,00:03:50,68,0.0,00:00,,,,0.00,,,
,00:03:51,69,0.0,00:00,,,,0.00,,,
,00:03:52,69,0.0,00:00,,,,0.00,,,
,00:03:53,69,0.0,00:00,,,,0.00,,,
,00:03:54,70,0.0,00:00,,,,0.00,,,
,00:03:55,70,0.0,00:00,,,,0.00,,,
,00:03:56,70,0.0,00:00,,,,0.00,,,
,00:03:57,70,0.0,00:00,,,,0.00,,,
,00:03:58,71,0.0,00:00,,,,0.00,,,
,00:03:59,71,0.0,00:00,,,,0.00,,,
,00:04:00,71,0.0,00:00,,,,0.00,,,
,00:04:01,71,0.0,00:00,,,,0.00,,,
,00:04:02,71,0.0,00:00,,,,0.00,,,
,00:04:03,72,0.0,00:00,,,,0.00,,,
,00:04:04,71,0.0,00:00,,,,0.00,,,
,00:04:05,72,0.0,00:00,,,,0.00,,,
,00:04:06,72,0.0,00:00,,,,0.00,,,
,00:04:07,72,0.0,00:00,,,,0.00,,,
,00:04:08,72,0.0,00:00,,,,0.00,,,
,00:04:09,73,0.0,00:00,,,,0.00,,,
,00:04:10,75,0.0,00:00,,,,0.00,,,
,00:04:11,75,0.0,00:00,,,,0.00,,,
,00:04:12,76,0.0,00:00,,,,0.00,,,
,00:04:13,76,0.0,00:00,,,,0.00,,,
,00:04:14,76,0.0,00:00,,,,0.00,,,
,00:04:15,77,0.0,00:00,,,,0.00,,,
,00:04:16,78,0.0,00:00,,,,0.00,,,
,00:04:17,78,0.0,00:00,,,,0.00,,,
,00:04:18,78,0.0,00:00,,,,0.00,,,
,00:04:19,79,0.0,00:00,,,,0.00,,,
,00:04:20,79,0.0,00:00,,,,0.00,,,
,00:04:21,80,0.0,00:00,,,,0.00,,,
,00:04:22,81,0.0,00:00,,,,0.00,,,
,00:04:23,80,0.0,00:00,,,,0.00,,,
,00:04:24,78,0.0,00:00,,,,0.00,,,
,00:04:25,76,0.0,00:00,,,,0.00,,,
,00:04:26,74,0.0,00:00,,,,0.00,,,
,00:04:27,72,0.0,00:00,,,,0.00,,,
,00:04:28,72,0.0,00:00,,,,0.00,,,
,00:04:29,72,0.0,00:00,,,,0.00,,,
,00:04:30,73,0.0,00:00,,,,0.00,,,
