Time,SpO2(%),Pulse Rate(bpm),Motion,Vibration
13:39:46 Jul 02 2020,98,71,0,0
13:39:50 Jul 02 2020,97,72,0,0
13:39:54 Jul 02 2020,97,72,1,0
13:39:58 Jul 02 2020,97,71,0,0
13:40:02 Jul 02 2020,97,72,1,0
13:40:06 Jul 02 2020,97,77,0,0
13:40:10 Jul 02 2020,97,77,0,0
13:40:14 Jul 02 2020,97,72,1,0
13:40:18 Jul 02 2020,98,72,131,0
13:40:22 Jul 02 2020,98,72,3,0
13:40:26 Jul 02 2020,98,72,3,0
13:40:30 Jul 02 2020,98,72,2,0
13:40:34 Jul 02 2020,98,72,4,0
13:40:38 Jul 02 2020,98,72,2,0
13:40:42 Jul 02 2020,98,71,6,0
13:40:46 Jul 02 2020,98,71,5,0
13:40:50 Jul 02 2020,98,71,2,0
13:40:54 Jul 02 2020,98,71,5,0
13:40:58 Jul 02 2020,97,71,2,0
13:41:02 Jul 02 2020,97,72,2,0
13:41:06 Jul 02 2020,97,72,5,0
13:41:10 Jul 02 2020,98,68,1,0
13:41:14 Jul 02 2020,98,67,4,0
13:41:18 Jul 02 2020,97,72,3,0
13:41:22 Jul 02 2020,97,74,3,0
13:41:26 Jul 02 2020,97,74,7,0
13:41:30 Jul 02 2020,97,74,2,0
13:41:34 Jul 02 2020,97,77,4,0
13:41:38 Jul 02 2020,97,73,3,0
13:41:42 Jul 02 2020,97,73,15,0
13:41:46 Jul 02 2020,97,73,9,0
13:41:50 Jul 02 2020,97,73,1,0
13:41:54 Jul 02 2020,97,74,11,0
13:41:58 Jul 02 2020,97,74,1,0
13:42:02 Jul 02 2020,97,74,2,0
13:42:06 Jul 02 2020,97,74,11,0
13:42:10 Jul 02 2020,97,74,2,0
13:42:14 Jul 02 2020,97,74,8,0
13:42:18 Jul 02 2020,97,74,1,0
13:42:22 Jul 02 2020,97,74,3,0
13:42:26 Jul 02 2020,97,74,24,0
13:42:30 Jul 02 2020,97,74,1,0
13:42:34 Jul 02 2020,97,74,6,0
13:42:38 Jul 02 2020,97,78,1,0
13:42:42 Jul 02 2020,97,81,11,0
13:42:46 Jul 02 2020,97,82,2,0
13:42:50 Jul 02 2020,97,82,2,0
13:42:54 Jul 02 2020,97,82,6,0
13:42:58 Jul 02 2020,97,77,2,0
13:43:02 Jul 02 2020,97,77,15,0
13:43:06 Jul 02 2020,97,77,0,0
13:43:10 Jul 02 2020,97,77,11,0
13:43:14 Jul 02 2020,97,77,8,0
13:43:18 Jul 02 2020,97,77,12,0
13:43:22 Jul 02 2020,97,77,140,0
13:43:26 Jul 02 2020,97,77,41,0
13:43:30 Jul 02 2020,97,77,24,0
13:43:34 Jul 02 2020,97,77,3,0
13:43:38 Jul 02 2020,98,72,0,0
13:43:42 Jul 02 2020,98,70,2,0
13:43:46 Jul 02 2020,97,72,3,0
13:43:50 Jul 02 2020,97,72,3,0
13:43:54 Jul 02 2020,97,69,3,0
13:43:58 Jul 02 2020,97,72,98,0
13:44:02 Jul 02 2020,255,65535,75,0
13:44:06 Jul 02 2020,255,65535,48,0
13:44:10 Jul 02 2020,255,65535,0,0
