Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
BioEng Lab,RUNNING,30-06-2020,13:27:39,00:05:58,,107,0.0,,00:00,,33,48,,,,,,,,,,170.0,70.0,198,,,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
1,00:00:00,110,0.0,00:00,,,,0.00,,,
,00:00:01,106,0.0,00:00,,,,0.00,,,
,00:00:02,106,0.0,00:00,,,,0.00,,,
,00:00:03,107,0.0,00:00,,,,0.00,,,
,00:00:04,108,0.0,00:00,,,,0.00,,,
,00:00:05,110,0.0,00:00,,,,0.00,,,
,00:00:06,112,0.0,00:00,,,,0.00,,,
,00:00:07,113,0.0,00:00,,,,0.00,,,
,00:00:08,113,0.0,00:00,,,,0.00,,,
,00:00:09,113,0.0,00:00,,,,0.00,,,
,00:00:10,113,0.0,00:00,,,,0.00,,,
,00:00:11,113,0.0,00:00,,,,0.00,,,
,00:00:12,113,0.0,00:00,,,,0.00,,,
,00:00:13,114,0.0,00:00,,,,0.00,,,
,00:00:14,115,0.0,00:00,,,,0.00,,,
,00:00:15,116,0.0,00:00,,,,0.00,,,
,00:00:16,115,0.0,00:00,,,,0.00,,,
,00:00:17,115,0.0,00:00,,,,0.00,,,
,00:00:18,115,0.0,00:00,,,,0.00,,,
,00:00:19,115,0.0,00:00,,,,0.00,,,
,00:00:20,114,0.0,00:00,,,,0.00,,,
,00:00:21,114,0.0,00:00,,,,0.00,,,
,00:00:22,113,0.0,00:00,,,,0.00,,,
,00:00:23,112,0.0,00:00,,,,0.00,,,
,00:00:24,109,0.0,00:00,,,,0.00,,,
,00:00:25,106,0.0,00:00,,,,0.00,,,
,00:00:26,106,0.0,00:00,,,,0.00,,,
,00:00:27,106,0.0,00:00,,,,0.00,,,
,00:00:28,107,0.0,00:00,,,,0.00,,,
,00:00:29,109,0.0,00:00,,,,0.00,,,
,00:00:30,110,0.0,00:00,,,,0.00,,,
,00:00:31,111,0.0,00:00,,,,0.00,,,
,00:00:32,112,0.0,00:00,,,,0.00,,,
,00:00:33,112,0.0,00:00,,,,0.00,,,
,00:00:34,112,0.0,00:00,,,,0.00,,,
,00:00:35,112,0.0,00:00,,,,0.00,,,
,00:00:36,112,0.0,00:00,,,,0.00,,,
,00:00:37,115,0.0,00:00,,,,0.00,,,
,00:00:38,116,0.0,00:00,,,,0.00,,,
,00:00:39,116,0.0,00:00,,,,0.00,,,
,00:00:40,116,0.0,00:00,,,,0.00,,,
,00:00:41,114,0.0,00:00,,,,0.00,,,
,00:00:42,113,0.0,00:00,,,,0.00,,,
,00:00:43,113,0.0,00:00,,,,0.00,,,
,00:00:44,113,0.0,00:00,,,,0.00,,,
,00:00:45,113,0.0,00:00,,,,0.00,,,
,00:00:46,114,0.0,00:00,,,,0.00,,,
,00:00:47,114,0.0,00:00,,,,0.00,,,
,00:00:48,114,0.0,00:00,,,,0.00,,,
,00:00:49,113,0.0,00:00,,,,0.00,,,
,00:00:50,113,0.0,00:00,,,,0.00,,,
,00:00:51,113,0.0,00:00,,,,0.00,,,
,00:00:52,112,0.0,00:00,,,,0.00,,,
,00:00:53,112,0.0,00:00,,,,0.00,,,
,00:00:54,112,0.0,00:00,,,,0.00,,,
,00:00:55,113,0.0,00:00,,,,0.00,,,
,00:00:56,113,0.0,00:00,,,,0.00,,,
,00:00:57,113,0.0,00:00,,,,0.00,,,
,00:00:58,114,0.0,00:00,,,,0.00,,,
,00:00:59,114,0.0,00:00,,,,0.00,,,
,00:01:00,114,0.0,00:00,,,,0.00,,,
,00:01:01,114,0.0,00:00,,,,0.00,,,
,00:01:02,114,0.0,00:00,,,,0.00,,,
,00:01:03,115,0.0,00:00,,,,0.00,,,
,00:01:04,115,0.0,00:00,,,,0.00,,,
,00:01:05,115,0.0,00:00,,,,0.00,,,
,00:01:06,115,0.0,00:00,,,,0.00,,,
,00:01:07,114,0.0,00:00,,,,0.00,,,
,00:01:08,113,0.0,00:00,,,,0.00,,,
,00:01:09,113,0.0,00:00,,,,0.00,,,
,00:01:10,114,0.0,00:00,,,,0.00,,,
,00:01:11,115,0.0,00:00,,,,0.00,,,
,00:01:12,115,0.0,00:00,,,,0.00,,,
,00:01:13,115,0.0,00:00,,,,0.00,,,
,00:01:14,115,0.0,00:00,,,,0.00,,,
,00:01:15,118,0.0,00:00,,,,0.00,,,
,00:01:16,119,0.0,00:00,,,,0.00,,,
,00:01:17,118,0.0,00:00,,,,0.00,,,
,00:01:18,116,0.0,00:00,,,,0.00,,,
,00:01:19,115,0.0,00:00,,,,0.00,,,
,00:01:20,115,0.0,00:00,,,,0.00,,,
,00:01:21,114,0.0,00:00,,,,0.00,,,
,00:01:22,113,0.0,00:00,,,,0.00,,,
,00:01:23,113,0.0,00:00,,,,0.00,,,
,00:01:24,113,0.0,00:00,,,,0.00,,,
,00:01:25,112,0.0,00:00,,,,0.00,,,
,00:01:26,113,0.0,00:00,,,,0.00,,,
,00:01:27,113,0.0,00:00,,,,0.00,,,
,00:01:28,114,0.0,00:00,,,,0.00,,,
,00:01:29,114,0.0,00:00,,,,0.00,,,
,00:01:30,115,0.0,00:00,,,,0.00,,,
,00:01:31,115,0.0,00:00,,,,0.00,,,
,00:01:32,115,0.0,00:00,,,,0.00,,,
,00:01:33,116,0.0,00:00,,,,0.00,,,
,00:01:34,116,0.0,00:00,,,,0.00,,,
,00:01:35,116,0.0,00:00,,,,0.00,,,
,00:01:36,117,0.0,00:00,,,,0.00,,,
,00:01:37,116,0.0,00:00,,,,0.00,,,
,00:01:38,115,0.0,00:00,,,,0.00,,,
,00:01:39,114,0.0,00:00,,,,0.00,,,
,00:01:40,114,0.0,00:00,,,,0.00,,,
,00:01:41,115,0.0,00:00,,,,0.00,,,
