Elapsed time, MotionVR pitch, MotionVR roll, MotionVR heave, StaticVR ML, StaticVR AP, Static ML raw, StaticVR AP raw
0.000,0,0,0,NaN,NaN,0.007761598,-0.2241729
0.010,0,0,0,NaN,NaN,0.008267283,-0.2189723
0.022,0,0,0,NaN,NaN,0.008267283,-0.2189723
0.032,0,0,0,NaN,NaN,0.008267283,-0.2189723
0.043,0,0,0,NaN,NaN,0.008267283,-0.2189723
0.054,0,0,0,NaN,NaN,0.008267283,-0.2189723
0.066,0,0,0,NaN,NaN,0.00874579,-0.2185059
0.079,0,0,0,NaN,NaN,0.009042382,-0.2163733
0.088,0,0,0,NaN,NaN,0.009042382,-0.2163733
0.097,0,0,0,NaN,NaN,0.009042382,-0.2163733
0.110,0,0,0,NaN,NaN,0.009042382,-0.2163733
0.124,0,0,0,NaN,NaN,0.009042382,-0.2163733
0.131,0,0,0,NaN,NaN,0.009042382,-0.2163733
0.146,0,0,0,NaN,NaN,0.009568453,-0.2134485
0.156,0,0,0,NaN,NaN,0.009568453,-0.2134485
0.166,0,0,0,NaN,NaN,0.009568453,-0.2134485
0.178,0,0,0,NaN,NaN,0.009568453,-0.2134485
0.188,0,0,0,NaN,NaN,0.01010311,-0.2126103
0.199,0,0,0,NaN,NaN,0.009893656,-0.212012
0.210,0,0,0,NaN,NaN,0.009893656,-0.212012
0.222,0,0,0,NaN,NaN,0.009893656,-0.212012
0.233,0,0,0,NaN,NaN,0.009729385,-0.211637
0.244,0,0,0,NaN,NaN,0.009433508,-0.2114284
0.256,0,0,0,NaN,NaN,0.009433508,-0.2114284
0.266,0,0,0,NaN,NaN,0.009433508,-0.2114284
0.277,0,0,0,NaN,NaN,0.009433508,-0.2114284
0.289,0,0,0,NaN,NaN,0.009433508,-0.2114284
0.300,0,0,0,NaN,NaN,0.009433508,-0.2114284
0.311,0,0,0,NaN,NaN,0.009437561,-0.2071025
0.323,0,0,0,NaN,NaN,0.009437561,-0.2071025
0.334,0,0,0,NaN,NaN,0.009437561,-0.2071025
0.345,0,0,0,NaN,NaN,0.009437561,-0.2071025
0.357,0,0,0,NaN,NaN,0.009437561,-0.2071025
0.367,0,0,0,NaN,NaN,0.009437561,-0.2071025
0.379,0,0,0,NaN,NaN,0.009720087,-0.2046903
0.389,0,0,0,NaN,NaN,0.009720087,-0.2046903
0.400,0,0,0,NaN,NaN,0.009720087,-0.2046903
0.412,0,0,0,NaN,NaN,0.009720087,-0.2046903
0.422,0,0,0,NaN,NaN,0.01057386,-0.2039806
0.434,0,0,0,NaN,NaN,0.01057386,-0.2039806
0.445,0,0,0,NaN,NaN,0.01057386,-0.2039806
0.456,0,0,0,NaN,NaN,0.01057386,-0.2039806
0.468,0,0,0,NaN,NaN,0.01057386,-0.2039806
0.480,0,0,0,NaN,NaN,0.0108155,-0.2046533
0.490,0,0,0,NaN,NaN,0.01122141,-0.2055057
0.502,0,0,0,NaN,NaN,0.01122141,-0.2055057
0.513,0,0,0,NaN,NaN,0.01122141,-0.2055057
0.524,0,0,0,NaN,NaN,0.01122141,-0.2055057
0.535,0,0,0,NaN,NaN,0.01122141,-0.2055057
0.546,0,0,0,NaN,NaN,0.01256907,-0.2105081
0.557,0,0,0,NaN,NaN,0.01256907,-0.2105081
0.568,0,0,0,NaN,NaN,0.01256907,-0.2105081
0.580,0,0,0,NaN,NaN,0.01228309,-0.2137164
0.591,0,0,0,NaN,NaN,0.01228309,-0.2137164
0.602,0,0,0,NaN,NaN,0.01228309,-0.2137164
0.613,0,0,0,NaN,NaN,0.0134939,-0.2170947
0.624,0,0,0,NaN,NaN,0.0134939,-0.2170947
0.635,0,0,0,NaN,NaN,0.0134939,-0.2170947
0.646,0,0,0,NaN,NaN,0.01465356,-0.2217687
0.657,0,0,0,NaN,NaN,0.01423693,-0.2272906
0.668,0,0,0,NaN,NaN,0.01423693,-0.2272906
0.679,0,0,0,NaN,NaN,0.01423693,-0.2272906
0.691,0,0,0,NaN,NaN,0.01423693,-0.2272906
0.702,0,0,0,NaN,NaN,0.01423693,-0.2272906
0.713,0,0,0,NaN,NaN,0.01454723,-0.2305732
0.725,0,0,0,NaN,NaN,0.01437604,-0.2335162
0.736,0,0,0,NaN,NaN,0.01437604,-0.2335162
0.747,0,0,0,NaN,NaN,0.01437604,-0.2335162
0.758,0,0,0,NaN,NaN,0.01437604,-0.2335162
0.769,0,0,0,NaN,NaN,0.01437604,-0.2335162
0.781,0,0,0,NaN,NaN,0.01449502,-0.2349617
0.792,0,0,0,NaN,NaN,0.01449502,-0.2349617
0.803,0,0,0,NaN,NaN,0.01449502,-0.2349617
0.814,0,0,0,NaN,NaN,0.01449502,-0.2349617
0.825,0,0,0,NaN,NaN,0.01458001,-0.2321018
0.837,0,0,0,NaN,NaN,0.0145812,-0.2322987
0.848,0,0,0,NaN,NaN,0.0145812,-0.2322987
0.859,0,0,0,NaN,NaN,0.0145812,-0.2322987
0.870,0,0,0,NaN,NaN,0.0145812,-0.2322987
0.881,0,0,0,NaN,NaN,0.0145812,-0.2322987
0.892,0,0,0,NaN,NaN,0.01433957,-0.2257391
0.904,0,0,0,NaN,NaN,0.01433957,-0.2257391
0.915,0,0,0,NaN,NaN,0.01433957,-0.2257391
0.925,0,0,0,NaN,NaN,0.01433957,-0.2257391
0.936,0,0,0,NaN,NaN,0.01433957,-0.2257391
0.949,0,0,0,NaN,NaN,0.01420581,-0.2230493
0.959,0,0,0,NaN,NaN,0.01377726,-0.2204065
0.970,0,0,0,NaN,NaN,0.01377726,-0.2204065
0.981,0,0,0,NaN,NaN,0.01352036,-0.2173916
0.993,0,0,0,NaN,NaN,0.01352036,-0.2173916
1.004,0,0,0,NaN,NaN,0.0130533,-0.2137148
1.015,0,0,0,NaN,NaN,0.0130533,-0.2137148
1.026,0,0,0,NaN,NaN,0.0130533,-0.2137148
1.038,0,0,0,NaN,NaN,0.0130533,-0.2137148
1.048,0,0,0,NaN,NaN,0.01172018,-0.208154
1.060,0,0,0,NaN,NaN,0.01254225,-0.203766
1.071,0,0,0,NaN,NaN,0.01254225,-0.203766
1.082,0,0,0,NaN,NaN,0.01254225,-0.203766
1.093,0,0,0,NaN,NaN,0.01254225,-0.203766
1.104,0,0,0,NaN,NaN,0.01254225,-0.203766
1.115,0,0,0,NaN,NaN,0.01254225,-0.203766
1.127,0,0,0,NaN,NaN,0.01242149,-0.1981702
1.138,0,0,0,NaN,NaN,0.01242149,-0.1981702
1.150,0,0,0,NaN,NaN,0.01242149,-0.1981702
1.161,0,0,0,NaN,NaN,0.01242149,-0.1981702
1.171,0,0,0,NaN,NaN,0.01242149,-0.1981702
1.183,0,0,0,NaN,NaN,0.01227152,-0.1966912
1.194,0,0,0,NaN,NaN,0.01227546,-0.1953848
1.206,0,0,0,NaN,NaN,0.01227546,-0.1953848
1.216,0,0,0,NaN,NaN,0.01227546,-0.1953848
1.228,0,0,0,NaN,NaN,0.01227546,-0.1953848
1.239,0,0,0,NaN,NaN,0.01192188,-0.1958224
1.250,0,0,0,NaN,NaN,0.01192188,-0.1958224
1.261,0,0,0,NaN,NaN,0.01192188,-0.1958224
1.272,0,0,0,NaN,NaN,0.01192188,-0.1958224
1.284,0,0,0,NaN,NaN,0.01192188,-0.1958224
1.294,0,0,0,NaN,NaN,0.01162231,-0.1961937
1.305,0,0,0,NaN,NaN,0.01123476,-0.1958356
1.316,0,0,0,NaN,NaN,0.01123476,-0.1958356
1.328,0,0,0,NaN,NaN,0.01123476,-0.1958356
1.339,0,0,0,NaN,NaN,0.01123476,-0.1958356
1.350,0,0,0,NaN,NaN,0.01123476,-0.1958356
1.361,0,0,0,NaN,NaN,0.01053584,-0.196061
1.373,0,0,0,NaN,NaN,0.01053584,-0.196061
1.384,0,0,0,NaN,NaN,0.01053584,-0.196061
1.395,0,0,0,NaN,NaN,0.01053584,-0.196061
1.406,0,0,0,NaN,NaN,0.009745836,-0.1975802
1.418,0,0,0,NaN,NaN,0.009175539,-0.1988145
1.429,0,0,0,NaN,NaN,0.009175539,-0.1988145
1.440,0,0,0,NaN,NaN,0.009175539,-0.1988145
1.451,0,0,0,NaN,NaN,0.009175539,-0.1988145
1.462,0,0,0,NaN,NaN,0.009995461,-0.2039638
1.473,0,0,0,NaN,NaN,0.009882331,-0.2072227
1.485,0,0,0,NaN,NaN,0.009882331,-0.2072227
1.496,0,0,0,NaN,NaN,0.009882331,-0.2072227
1.507,0,0,0,NaN,NaN,0.009882331,-0.2072227
1.518,0,0,0,NaN,NaN,0.009882331,-0.2072227
1.528,0,0,0,NaN,NaN,0.00907445,-0.2133397
1.540,0,0,0,NaN,NaN,0.009774089,-0.2238889
1.551,0,0,0,NaN,NaN,0.009774089,-0.2238889
1.562,0,0,0,NaN,NaN,0.009774089,-0.2238889
1.574,0,0,0,NaN,NaN,0.009221435,-0.2269925
1.584,0,0,0,NaN,NaN,0.009221435,-0.2269925
1.596,0,0,0,NaN,NaN,0.00886178,-0.2288782
1.607,0,0,0,NaN,NaN,0.00886178,-0.2288782
1.619,0,0,0,NaN,NaN,0.00886178,-0.2288782
1.630,0,0,0,NaN,NaN,0.007835031,-0.2240415
1.641,0,0,0,NaN,NaN,0.008399963,-0.2292435
1.653,0,0,0,NaN,NaN,0.008399963,-0.2292435
1.663,0,0,0,NaN,NaN,0.008399963,-0.2292435
1.673,0,0,0,NaN,NaN,0.008399963,-0.2292435
1.685,0,0,0,NaN,NaN,0.008399963,-0.2292435
1.696,0,0,0,NaN,NaN,0.008399963,-0.2292435
1.707,0,0,0,NaN,NaN,0.007905483,-0.1897532
1.719,0,0,0,NaN,NaN,0.007905483,-0.1897532
1.730,0,0,0,NaN,NaN,0.007905483,-0.1897532
1.741,0,0,0,NaN,NaN,0.007905483,-0.1897532
1.752,0,0,0,NaN,NaN,0.007905483,-0.1897532
1.763,0,0,0,NaN,NaN,0.006709695,-0.1845815
1.775,0,0,0,NaN,NaN,0.007509708,-0.1738751
1.786,0,0,0,NaN,NaN,0.007509708,-0.1738751
1.797,0,0,0,NaN,NaN,0.007509708,-0.1738751
1.808,0,0,0,NaN,NaN,0.007509708,-0.1738751
1.819,0,0,0,NaN,NaN,0.006692171,-0.1692567
1.830,0,0,0,NaN,NaN,0.006692171,-0.1692567
1.842,0,0,0,NaN,NaN,0.006692171,-0.1692567
1.853,0,0,0,NaN,NaN,0.006692171,-0.1692567
1.864,0,0,0,NaN,NaN,0.006692171,-0.1692567
1.875,0,0,0,NaN,NaN,0.007050991,-0.1723332
1.887,0,0,0,NaN,NaN,0.005841255,-0.1773936
1.898,0,0,0,NaN,NaN,0.005841255,-0.1773936
1.909,0,0,0,NaN,NaN,0.005841255,-0.1773936
1.920,0,0,0,NaN,NaN,0.005841255,-0.1773936
1.932,0,0,0,NaN,NaN,0.005841255,-0.1773936
1.942,0,0,0,NaN,NaN,0.006702185,-0.1884725
1.953,0,0,0,NaN,NaN,0.006702185,-0.1884725
1.964,0,0,0,NaN,NaN,0.006702185,-0.1884725
1.975,0,0,0,NaN,NaN,0.004778147,-0.1963558
1.986,0,0,0,NaN,NaN,0.004778147,-0.1963558
1.998,0,0,0,NaN,NaN,0.006392121,-0.2026386
2.009,0,0,0,NaN,NaN,0.006392121,-0.2026386
2.021,0,0,0,NaN,NaN,0.006392121,-0.2026386
2.032,0,0,0,NaN,NaN,0.006392121,-0.2026386
2.043,0,0,0,NaN,NaN,0.006870985,-0.2071882
2.054,0,0,0,NaN,NaN,0.007392168,-0.2144085
2.065,0,0,0,NaN,NaN,0.007392168,-0.2144085
2.076,0,0,0,NaN,NaN,0.007392168,-0.2144085
2.088,0,0,0,NaN,NaN,0.007392168,-0.2144085
2.098,0,0,0,NaN,NaN,0.007392168,-0.2144085
2.110,0,0,0,NaN,NaN,0.008716941,-0.2137895
2.121,0,0,0,NaN,NaN,0.008745432,-0.2105557
2.132,0,0,0,NaN,NaN,0.008745432,-0.2105557
2.143,0,0,0,NaN,NaN,0.008745432,-0.2105557
2.155,0,0,0,NaN,NaN,0.008745432,-0.2105557
2.166,0,0,0,NaN,NaN,0.008745432,-0.2105557
2.177,0,0,0,NaN,NaN,0.009371996,-0.2095692
2.190,0,0,0,NaN,NaN,0.009371996,-0.2095692
2.197,0,0,0,NaN,NaN,0.009371996,-0.2095692
2.210,0,0,0,NaN,NaN,0.009371996,-0.2095692
2.222,0,0,0,NaN,NaN,0.009739518,-0.2067376
2.235,0,0,0,NaN,NaN,0.01043785,-0.2067648
2.244,0,0,0,NaN,NaN,0.01043785,-0.2067648
2.254,0,0,0,NaN,NaN,0.01043785,-0.2067648
2.266,0,0,0,NaN,NaN,0.01043785,-0.2067648
2.274,0,0,0,NaN,NaN,0.01043785,-0.2067648
2.289,0,0,0,NaN,NaN,0.009867668,-0.2107737
2.299,0,0,0,NaN,NaN,0.009867668,-0.2107737
2.310,0,0,0,NaN,NaN,0.009867668,-0.2107737
2.322,0,0,0,NaN,NaN,0.009867668,-0.2107737
2.333,0,0,0,NaN,NaN,0.009867668,-0.2107737
2.344,0,0,0,NaN,NaN,0.008038282,-0.2138165
2.355,0,0,0,NaN,NaN,0.005734205,-0.2169671
2.366,0,0,0,NaN,NaN,0.005734205,-0.2169671
2.378,0,0,0,NaN,NaN,0.003828049,-0.2219834
2.389,0,0,0,NaN,NaN,0.003828049,-0.2219834
2.401,0,0,0,NaN,NaN,0.002681375,-0.2255304
2.412,0,0,0,NaN,NaN,0.002681375,-0.2255304
2.423,0,0,0,NaN,NaN,0.002681375,-0.2255304
2.434,0,0,0,NaN,NaN,0.002681375,-0.2255304
2.446,0,0,0,NaN,NaN,0.002920151,-0.2293008
2.456,0,0,0,NaN,NaN,0.002218723,-0.2314562
2.468,0,0,0,NaN,NaN,0.002218723,-0.2314562
2.479,0,0,0,NaN,NaN,0.002218723,-0.2314562
2.490,0,0,0,NaN,NaN,0.002218723,-0.2314562
2.501,0,0,0,NaN,NaN,0.002218723,-0.2314562
2.512,0,0,0,NaN,NaN,0.002218723,-0.2314562
2.523,0,0,0,NaN,NaN,0.003190279,-0.2233865
2.534,0,0,0,NaN,NaN,0.003190279,-0.2233865
2.545,0,0,0,NaN,NaN,0.003190279,-0.2233865
2.556,0,0,0,NaN,NaN,0.003190279,-0.2233865
2.568,0,0,0,NaN,NaN,0.003852129,-0.2205521
2.579,0,0,0,NaN,NaN,0.003852129,-0.2205521
2.590,0,0,0,NaN,NaN,0.004650712,-0.2189522
2.602,0,0,0,NaN,NaN,0.004650712,-0.2189522
2.613,0,0,0,NaN,NaN,0.004650712,-0.2189522
2.624,0,0,0,NaN,NaN,0.004650712,-0.2189522
2.635,0,0,0,NaN,NaN,0.004557848,-0.2200279
2.647,0,0,0,NaN,NaN,0.004557848,-0.2200279
2.657,0,0,0,NaN,NaN,0.004557848,-0.2200279
2.667,0,0,0,NaN,NaN,0.004557848,-0.2200279
2.679,0,0,0,NaN,NaN,0.004557848,-0.2200279
2.690,0,0,0,NaN,NaN,0.004241705,-0.2210051
2.701,0,0,0,NaN,NaN,0.002933979,-0.220126
2.713,0,0,0,NaN,NaN,0.002933979,-0.220126
2.723,0,0,0,NaN,NaN,0.002933979,-0.220126
2.735,0,0,0,NaN,NaN,0.002933979,-0.220126
2.746,0,0,0,NaN,NaN,0.002933979,-0.220126
2.757,0,0,0,NaN,NaN,0.00302422,-0.216749
2.769,0,0,0,NaN,NaN,0.00302422,-0.216749
2.780,0,0,0,NaN,NaN,0.00302422,-0.216749
2.791,0,0,0,NaN,NaN,0.00302422,-0.216749
2.802,0,0,0,NaN,NaN,0.002913117,-0.2138283
2.813,0,0,0,NaN,NaN,0.003100157,-0.2105014
2.825,0,0,0,NaN,NaN,0.003100157,-0.2105014
2.836,0,0,0,NaN,NaN,0.003100157,-0.2105014
2.847,0,0,0,NaN,NaN,0.003100157,-0.2105014
2.858,0,0,0,NaN,NaN,0.00309217,-0.2078941
2.869,0,0,0,NaN,NaN,0.003169537,-0.2064245
2.881,0,0,0,NaN,NaN,0.003169537,-0.2064245
2.891,0,0,0,NaN,NaN,0.003169537,-0.2064245
2.903,0,0,0,NaN,NaN,0.003169537,-0.2064245
2.914,0,0,0,NaN,NaN,0.003169537,-0.2064245
2.925,0,0,0,NaN,NaN,0.003623247,-0.1999651
2.936,0,0,0,NaN,NaN,0.003065825,-0.1934184
2.947,0,0,0,NaN,NaN,0.003065825,-0.1934184
2.958,0,0,0,NaN,NaN,0.003065825,-0.1934184
2.970,0,0,0,NaN,NaN,0.003636479,-0.1881092
2.981,0,0,0,NaN,NaN,0.002500415,-0.185031
2.992,0,0,0,NaN,NaN,0.002500415,-0.185031
3.003,0,0,0,NaN,NaN,0.002500415,-0.185031
3.015,0,0,0,NaN,NaN,0.002500415,-0.185031
3.026,0,0,0,NaN,NaN,0.001568913,-0.1865556
3.037,0,0,0,NaN,NaN,0.001196504,-0.1827818
3.048,0,0,0,NaN,NaN,0.001196504,-0.1827818
3.059,0,0,0,NaN,NaN,0.001196504,-0.1827818
3.071,0,0,0,NaN,NaN,0.001196504,-0.1827818
3.082,0,0,0,NaN,NaN,0.001196504,-0.1827818
3.093,0,0,0,NaN,NaN,0.001196504,-0.1827818
3.106,0,0,0,NaN,NaN,-0.0001257658,-0.1866889
3.116,0,0,0,NaN,NaN,-0.0001257658,-0.1866889
3.127,0,0,0,NaN,NaN,-0.0001257658,-0.1866889
3.137,0,0,0,NaN,NaN,-0.0001257658,-0.1866889
3.148,0,0,0,NaN,NaN,-0.0001257658,-0.1866889
3.159,0,0,0,NaN,NaN,0.0002441406,-0.1861126
3.171,0,0,0,NaN,NaN,0.0003032684,-0.1852074
3.182,0,0,0,NaN,NaN,0.0003032684,-0.1852074
3.193,0,0,0,NaN,NaN,0.0003032684,-0.1852074
3.204,0,0,0,NaN,NaN,0.0008910894,-0.1847178
3.216,0,0,0,NaN,NaN,0.001391172,-0.1851383
