Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
BioEng Lab,RUNNING,22-06-2020,11:38:57,00:09:33,,94,0.0,,00:00,,33,57,,,,,,,,,,170.0,70.0,198,,,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:06:13,108,0.0,00:00,,,,0.00,,,
,00:06:14,111,0.0,00:00,,,,0.00,,,
,00:06:15,113,0.0,00:00,,,,0.00,,,
,00:06:16,113,0.0,00:00,,,,0.00,,,
,00:06:17,114,0.0,00:00,,,,0.00,,,
,00:06:18,113,0.0,00:00,,,,0.00,,,
,00:06:19,113,0.0,00:00,,,,0.00,,,
,00:06:20,112,0.0,00:00,,,,0.00,,,
,00:06:21,111,0.0,00:00,,,,0.00,,,
,00:06:22,110,0.0,00:00,,,,0.00,,,
,00:06:23,97,0.0,00:00,,,,0.00,,,
,00:06:24,94,0.0,00:00,,,,0.00,,,
,00:06:25,93,0.0,00:00,,,,0.00,,,
,00:06:26,93,0.0,00:00,,,,0.00,,,
,00:06:27,93,0.0,00:00,,,,0.00,,,
,00:06:28,94,0.0,00:00,,,,0.00,,,
,00:06:29,95,0.0,00:00,,,,0.00,,,
,00:06:30,96,0.0,00:00,,,,0.00,,,
,00:06:31,96,0.0,00:00,,,,0.00,,,
,00:06:32,94,0.0,00:00,,,,0.00,,,
,00:06:33,94,0.0,00:00,,,,0.00,,,
,00:06:34,92,0.0,00:00,,,,0.00,,,
,00:06:35,92,0.0,00:00,,,,0.00,,,
,00:06:36,92,0.0,00:00,,,,0.00,,,
,00:06:37,94,0.0,00:00,,,,0.00,,,
,00:06:38,95,0.0,00:00,,,,0.00,,,
,00:06:39,97,0.0,00:00,,,,0.00,,,
,00:06:40,98,0.0,00:00,,,,0.00,,,
,00:06:41,100,0.0,00:00,,,,0.00,,,
,00:06:42,100,0.0,00:00,,,,0.00,,,
,00:06:43,101,0.0,00:00,,,,0.00,,,
,00:06:44,100,0.0,00:00,,,,0.00,,,
,00:06:45,99,0.0,00:00,,,,0.00,,,
,00:06:46,98,0.0,00:00,,,,0.00,,,
,00:06:47,98,0.0,00:00,,,,0.00,,,
,00:06:48,97,0.0,00:00,,,,0.00,,,
,00:06:49,97,0.0,00:00,,,,0.00,,,
,00:06:50,95,0.0,00:00,,,,0.00,,,
,00:06:51,95,0.0,00:00,,,,0.00,,,
,00:06:52,95,0.0,00:00,,,,0.00,,,
,00:06:53,94,0.0,00:00,,,,0.00,,,
,00:06:54,94,0.0,00:00,,,,0.00,,,
,00:06:55,94,0.0,00:00,,,,0.00,,,
,00:06:56,94,0.0,00:00,,,,0.00,,,
,00:06:57,94,0.0,00:00,,,,0.00,,,
,00:06:58,95,0.0,00:00,,,,0.00,,,
,00:06:59,97,0.0,00:00,,,,0.00,,,
,00:07:00,97,0.0,00:00,,,,0.00,,,
,00:07:01,97,0.0,00:00,,,,0.00,,,
,00:07:02,98,0.0,00:00,,,,0.00,,,
,00:07:03,98,0.0,00:00,,,,0.00,,,
,00:07:04,97,0.0,00:00,,,,0.00,,,
,00:07:05,93,0.0,00:00,,,,0.00,,,
,00:07:06,87,0.0,00:00,,,,0.00,,,
,00:07:07,84,0.0,00:00,,,,0.00,,,
,00:07:08,84,0.0,00:00,,,,0.00,,,
,00:07:09,85,0.0,00:00,,,,0.00,,,
,00:07:10,89,0.0,00:00,,,,0.00,,,
,00:07:11,91,0.0,00:00,,,,0.00,,,
,00:07:12,91,0.0,00:00,,,,0.00,,,
,00:07:13,92,0.0,00:00,,,,0.00,,,
,00:07:14,92,0.0,00:00,,,,0.00,,,
,00:07:15,91,0.0,00:00,,,,0.00,,,
,00:07:16,88,0.0,00:00,,,,0.00,,,
,00:07:17,87,0.0,00:00,,,,0.00,,,
,00:07:18,86,0.0,00:00,,,,0.00,,,
,00:07:19,86,0.0,00:00,,,,0.00,,,
,00:07:20,86,0.0,00:00,,,,0.00,,,
,00:07:21,87,0.0,00:00,,,,0.00,,,
,00:07:22,88,0.0,00:00,,,,0.00,,,
,00:07:23,89,0.0,00:00,,,,0.00,,,
,00:07:24,89,0.0,00:00,,,,0.00,,,
,00:07:25,90,0.0,00:00,,,,0.00,,,
,00:07:26,90,0.0,00:00,,,,0.00,,,
,00:07:27,91,0.0,00:00,,,,0.00,,,
,00:07:28,91,0.0,00:00,,,,0.00,,,
,00:07:29,93,0.0,00:00,,,,0.00,,,
,00:07:30,94,0.0,00:00,,,,0.00,,,
,00:07:31,94,0.0,00:00,,,,0.00,,,
,00:07:32,93,0.0,00:00,,,,0.00,,,
,00:07:33,85,0.0,00:00,,,,0.00,,,
,00:07:34,83,0.0,00:00,,,,0.00,,,
,00:07:35,82,0.0,00:00,,,,0.00,,,
,00:07:36,82,0.0,00:00,,,,0.00,,,
,00:07:37,82,0.0,00:00,,,,0.00,,,
,00:07:38,83,0.0,00:00,,,,0.00,,,
,00:07:39,83,0.0,00:00,,,,0.00,,,
,00:07:40,84,0.0,00:00,,,,0.00,,,
,00:07:41,84,0.0,00:00,,,,0.00,,,
,00:07:42,85,0.0,00:00,,,,0.00,,,
,00:07:43,86,0.0,00:00,,,,0.00,,,
,00:07:44,89,0.0,00:00,,,,0.00,,,
,00:07:45,90,0.0,00:00,,,,0.00,,,
,00:07:46,93,0.0,00:00,,,,0.00,,,
,00:07:47,95,0.0,00:00,,,,0.00,,,
,00:07:48,95,0.0,00:00,,,,0.00,,,
,00:07:49,96,0.0,00:00,,,,0.00,,,
,00:07:50,97,0.0,00:00,,,,0.00,,,
,00:07:51,96,0.0,00:00,,,,0.00,,,
,00:07:52,96,0.0,00:00,,,,0.00,,,
,00:07:53,95,0.0,00:00,,,,0.00,,,
,00:07:54,95,0.0,00:00,,,,0.00,,,
,00:07:55,95,0.0,00:00,,,,0.00,,,
,00:07:56,94,0.0,00:00,,,,0.00,,,
,00:07:57,94,0.0,00:00,,,,0.00,,,
,00:07:58,93,0.0,00:00,,,,0.00,,,
,00:07:59,94,0.0,00:00,,,,0.00,,,
,00:08:00,94,0.0,00:00,,,,0.00,,,
,00:08:01,96,0.0,00:00,,,,0.00,,,
,00:08:02,97,0.0,00:00,,,,0.00,,,
,00:08:03,100,0.0,00:00,,,,0.00,,,
,00:08:04,104,0.0,00:00,,,,0.00,,,
,00:08:05,107,0.0,00:00,,,,0.00,,,
,00:08:06,109,0.0,00:00,,,,0.00,,,
,00:08:07,112,0.0,00:00,,,,0.00,,,
,00:08:08,112,0.0,00:00,,,,0.00,,,
,00:08:09,111,0.0,00:00,,,,0.00,,,
,00:08:10,110,0.0,00:00,,,,0.00,,,
,00:08:11,109,0.0,00:00,,,,0.00,,,
,00:08:12,109,0.0,00:00,,,,0.00,,,
,00:08:13,105,0.0,00:00,,,,0.00,,,
,00:08:14,102,0.0,00:00,,,,0.00,,,
